[I 2026-05-15 08:51:39,636] Using an existing study with name 'exp211_user_ltv_part3_hybrid_optuna_20260515t073925' instead of creating a new one.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 49.56 seconds.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 49.87 seconds.
Loading Database object from /home/u2021201693/.cache/relbench/rel-amazon/db...
Done in 49.98 seconds.
Done in 50.98 seconds.
Table names:  ['review', 'product', 'customer']
Begin time:  2008-01-01 00:00:00 End time:  2018-09-28 00:00:00
Val time:  2015-10-01 00:00:00 Test time:  2016-01-01 00:00:00
Graph cache profile:  gnn_repr_full_horizon
Entity table:  customer
Loading LLAMA
Freezing LLAMA!
trainable params: 13.37M || all params: 1249.18M || trainable: 1.0701%

  0%|          | 0/32768 [00:00<?, ?it/s]Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/autograd/graph.py:769: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [1, 7, 8, 128], strides() = [128, 1024, 128, 1]
bucket_view.sizes() = [1, 7, 8, 128], strides() = [7168, 1024, 128, 1] (Triggered internally at ../torch/csrc/distributed/c10d/reducer.cpp:327.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
/fs/fast/u2021201693/lym/Rel-LLM-codex-stage3-clean-p13/conda/envs/lib/python3.11/site-packages/torch/autograd/graph.py:769: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [1, 7, 8, 128], strides() = [128, 1024, 128, 1]
bucket_view.sizes() = [1, 7, 8, 128], strides() = [7168, 1024, 128, 1] (Triggered internally at ../torch/csrc/distributed/c10d/reducer.cpp:327.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass

[Train] Step: 1/32768 | Cycle step: 1/32768 | Train loss: 45.481930:   0%|          | 0/32768 [00:02<?, ?it/s]
[Train] Step: 145/32768 | Cycle step: 145/32768 | Train loss: 13.197094:   0%|          | 145/32768 [00:27<1:01:30,  8.84it/s]
[Train] Step: 146/32768 | Cycle step: 146/32768 | Train loss: 13.152461:   0%|          | 145/32768 [00:27<1:01:30,  8.84it/s]
[Train] Step: 146/32768 | Cycle step: 146/32768 | Train loss: 13.152461:   0%|          | 146/32768 [00:27<1:00:19,  9.01it/s]
[Train] Step: 147/32768 | Cycle step: 147/32768 | Train loss: 13.440120:   0%|          | 146/32768 [00:27<1:00:19,  9.01it/s]
[Train] Step: 147/32768 | Cycle step: 147/32768 | Train loss: 13.440120:   0%|          | 147/32768 [00:27<1:00:00,  9.06it/s]
[Train] Step: 148/32768 | Cycle step: 148/32768 | Train loss: 13.681636:   0%|          | 147/32768 [00:27<1:00:00,  9.06it/s]
[Train] Step: 148/32768 | Cycle step: 148/32768 | Train loss: 13.681636:   0%|          | 148/32768 [00:27<1:01:27,  8.85it/s]
[Train] Step: 149/32768 | Cycle step: 149/32768 | Train loss: 13.617087:   0%|          | 148/32768 [00:27<1:01:27,  8.85it/s]
[Train] Step: 149/32768 | Cycle step: 149/32768 | Train loss: 13.617087:   0%|          | 149/32768 [00:27<1:00:53,  8.93it/s]
[Train] Step: 150/32768 | Cycle step: 150/32768 | Train loss: 13.955860:   0%|          | 149/32768 [00:27<1:00:53,  8.93it/s]
[Train] Step: 150/32768 | Cycle step: 150/32768 | Train loss: 13.955860:   0%|          | 150/32768 [00:27<1:01:04,  8.90it/s]
[Train] Step: 151/32768 | Cycle step: 151/32768 | Train loss: 13.877053:   0%|          | 150/32768 [00:27<1:01:04,  8.90it/s]
[Train] Step: 151/32768 | Cycle step: 151/32768 | Train loss: 13.877053:   0%|          | 151/32768 [00:27<1:01:32,  8.83it/s]
[Train] Step: 152/32768 | Cycle step: 152/32768 | Train loss: 13.788261:   0%|          | 151/32768 [00:28<1:01:32,  8.83it/s]
[Train] Step: 152/32768 | Cycle step: 152/32768 | Train loss: 13.788261:   0%|          | 152/32768 [00:28<1:00:45,  8.95it/s]
[Train] Step: 153/32768 | Cycle step: 153/32768 | Train loss: 13.763606:   0%|          | 152/32768 [00:28<1:00:45,  8.95it/s]
[Train] Step: 153/32768 | Cycle step: 153/32768 | Train loss: 13.763606:   0%|          | 153/32768 [00:28<59:37,  9.12it/s]  
[Train] Step: 154/32768 | Cycle step: 154/32768 | Train loss: 13.714022:   0%|          | 153/32768 [00:28<59:37,  9.12it/s]
[Train] Step: 154/32768 | Cycle step: 154/32768 | Train loss: 13.714022:   0%|          | 154/32768 [00:28<59:43,  9.10it/s]
[Train] Step: 155/32768 | Cycle step: 155/32768 | Train loss: 13.663448:   0%|          | 154/32768 [00:28<59:43,  9.10it/s]
[Train] Step: 155/32768 | Cycle step: 155/32768 | Train loss: 13.663448:   0%|          | 155/32768 [00:28<1:00:16,  9.02it/s]
[Train] Step: 156/32768 | Cycle step: 156/32768 | Train loss: 13.657576:   0%|          | 155/32768 [00:28<1:00:16,  9.02it/s]
[Train] Step: 156/32768 | Cycle step: 156/32768 | Train loss: 13.657576:   0%|          | 156/32768 [00:28<1:00:31,  8.98it/s]
[Train] Step: 157/32768 | Cycle step: 157/32768 | Train loss: 13.606953:   0%|          | 156/32768 [00:28<1:00:31,  8.98it/s]
[Train] Step: 157/32768 | Cycle step: 157/32768 | Train loss: 13.606953:   0%|          | 157/32768 [00:28<59:41,  9.10it/s]  
[Train] Step: 158/32768 | Cycle step: 158/32768 | Train loss: 13.991575:   0%|          | 157/32768 [00:28<59:41,  9.10it/s]
[Train] Step: 158/32768 | Cycle step: 158/32768 | Train loss: 13.991575:   0%|          | 158/32768 [00:28<1:00:09,  9.03it/s]
[Train] Step: 159/32768 | Cycle step: 159/32768 | Train loss: 14.085516:   0%|          | 158/32768 [00:28<1:00:09,  9.03it/s]
[Train] Step: 159/32768 | Cycle step: 159/32768 | Train loss: 14.085516:   0%|          | 159/32768 [00:28<1:00:21,  9.00it/s]
[Train] Step: 160/32768 | Cycle step: 160/32768 | Train loss: 14.001266:   0%|          | 159/32768 [00:28<1:00:21,  9.00it/s]
[Train] Step: 160/32768 | Cycle step: 160/32768 | Train loss: 14.001266:   0%|          | 160/32768 [00:28<59:56,  9.07it/s]  
[Train] Step: 161/32768 | Cycle step: 161/32768 | Train loss: 14.120787:   0%|          | 160/32768 [00:29<59:56,  9.07it/s]
[Train] Step: 161/32768 | Cycle step: 161/32768 | Train loss: 14.120787:   0%|          | 161/32768 [00:29<59:36,  9.12it/s]
[Train] Step: 162/32768 | Cycle step: 162/32768 | Train loss: 14.064843:   0%|          | 161/32768 [00:29<59:36,  9.12it/s]
[Train] Step: 162/32768 | Cycle step: 162/32768 | Train loss: 14.064843:   0%|          | 162/32768 [00:29<59:28,  9.14it/s]
[Train] Step: 163/32768 | Cycle step: 163/32768 | Train loss: 13.984494:   0%|          | 162/32768 [00:29<59:28,  9.14it/s]
[Train] Step: 163/32768 | Cycle step: 163/32768 | Train loss: 13.984494:   0%|          | 163/32768 [00:29<59:42,  9.10it/s]
[Train] Step: 164/32768 | Cycle step: 164/32768 | Train loss: 14.277855:   0%|          | 163/32768 [00:29<59:42,  9.10it/s]
[Train] Step: 164/32768 | Cycle step: 164/32768 | Train loss: 14.277855:   1%|          | 164/32768 [00:29<59:49,  9.08it/s]
[Train] Step: 165/32768 | Cycle step: 165/32768 | Train loss: 14.299645:   1%|          | 164/32768 [00:29<59:49,  9.08it/s]
[Train] Step: 165/32768 | Cycle step: 165/32768 | Train loss: 14.299645:   1%|          | 165/32768 [00:29<1:00:21,  9.00it/s]
[Train] Step: 166/32768 | Cycle step: 166/32768 | Train loss: 14.213701:   1%|          | 165/32768 [00:29<1:00:21,  9.00it/s]
[Train] Step: 166/32768 | Cycle step: 166/32768 | Train loss: 14.213701:   1%|          | 166/32768 [00:29<1:00:09,  9.03it/s]
[Train] Step: 167/32768 | Cycle step: 167/32768 | Train loss: 14.243311:   1%|          | 166/32768 [00:29<1:00:09,  9.03it/s]
[Train] Step: 167/32768 | Cycle step: 167/32768 | Train loss: 14.243311:   1%|          | 167/32768 [00:29<1:00:00,  9.05it/s]
[Train] Step: 168/32768 | Cycle step: 168/32768 | Train loss: 14.159487:   1%|          | 167/32768 [00:29<1:00:00,  9.05it/s]
[Train] Step: 168/32768 | Cycle step: 168/32768 | Train loss: 14.159487:   1%|          | 168/32768 [00:29<1:00:07,  9.04it/s]
[Train] Step: 169/32768 | Cycle step: 169/32768 | Train loss: 14.076867:   1%|          | 168/32768 [00:29<1:00:07,  9.04it/s]
[Train] Step: 169/32768 | Cycle step: 169/32768 | Train loss: 14.076867:   1%|          | 169/32768 [00:29<58:56,  9.22it/s]  
[Train] Step: 170/32768 | Cycle step: 170/32768 | Train loss: 14.381492:   1%|          | 169/32768 [00:30<58:56,  9.22it/s]
[Train] Step: 170/32768 | Cycle step: 170/32768 | Train loss: 14.381492:   1%|          | 170/32768 [00:30<59:25,  9.14it/s]
[Train] Step: 171/32768 | Cycle step: 171/32768 | Train loss: 14.300446:   1%|          | 170/32768 [00:30<59:25,  9.14it/s]
[Train] Step: 171/32768 | Cycle step: 171/32768 | Train loss: 14.300446:   1%|          | 171/32768 [00:30<1:00:16,  9.01it/s]
[Train] Step: 172/32768 | Cycle step: 172/32768 | Train loss: 14.251638:   1%|          | 171/32768 [00:30<1:00:16,  9.01it/s]
[Train] Step: 172/32768 | Cycle step: 172/32768 | Train loss: 14.251638:   1%|          | 172/32768 [00:30<1:01:25,  8.84it/s]
[Train] Step: 173/32768 | Cycle step: 173/32768 | Train loss: 14.171040:   1%|          | 172/32768 [00:30<1:01:25,  8.84it/s]
[Train] Step: 173/32768 | Cycle step: 173/32768 | Train loss: 14.171040:   1%|          | 173/32768 [00:30<1:02:13,  8.73it/s]
[Train] Step: 174/32768 | Cycle step: 174/32768 | Train loss: 14.135864:   1%|          | 173/32768 [00:30<1:02:13,  8.73it/s]
[Train] Step: 174/32768 | Cycle step: 174/32768 | Train loss: 14.135864:   1%|          | 174/32768 [00:30<1:00:31,  8.98it/s]
[Train] Step: 175/32768 | Cycle step: 175/32768 | Train loss: 14.169675:   1%|          | 174/32768 [00:30<1:00:31,  8.98it/s]
[Train] Step: 175/32768 | Cycle step: 175/32768 | Train loss: 14.169675:   1%|          | 175/32768 [00:30<59:56,  9.06it/s]  
[Train] Step: 176/32768 | Cycle step: 176/32768 | Train loss: 14.224821:   1%|          | 175/32768 [00:30<59:56,  9.06it/s]
[Train] Step: 176/32768 | Cycle step: 176/32768 | Train loss: 14.224821:   1%|          | 176/32768 [00:30<1:00:15,  9.02it/s]
[Train] Step: 177/32768 | Cycle step: 177/32768 | Train loss: 14.144663:   1%|          | 176/32768 [00:30<1:00:15,  9.02it/s]
[Train] Step: 177/32768 | Cycle step: 177/32768 | Train loss: 14.144663:   1%|          | 177/32768 [00:30<1:01:10,  8.88it/s]
[Train] Step: 178/32768 | Cycle step: 178/32768 | Train loss: 14.116976:   1%|          | 177/32768 [00:30<1:01:10,  8.88it/s]
[Train] Step: 178/32768 | Cycle step: 178/32768 | Train loss: 14.116976:   1%|          | 178/32768 [00:30<1:01:01,  8.90it/s]
[Train] Step: 179/32768 | Cycle step: 179/32768 | Train loss: 14.152635:   1%|          | 178/32768 [00:31<1:01:01,  8.90it/s]
[Train] Step: 179/32768 | Cycle step: 179/32768 | Train loss: 14.152635:   1%|          | 179/32768 [00:31<1:00:20,  9.00it/s]
[Train] Step: 180/32768 | Cycle step: 180/32768 | Train loss: 14.074735:   1%|          | 179/32768 [00:31<1:00:20,  9.00it/s]
[Train] Step: 180/32768 | Cycle step: 180/32768 | Train loss: 14.074735:   1%|          | 180/32768 [00:31<1:00:28,  8.98it/s]
[Train] Step: 181/32768 | Cycle step: 181/32768 | Train loss: 14.112465:   1%|          | 180/32768 [00:31<1:00:28,  8.98it/s]
[Train] Step: 181/32768 | Cycle step: 181/32768 | Train loss: 14.112465:   1%|          | 181/32768 [00:31<1:01:27,  8.84it/s]
[Train] Step: 182/32768 | Cycle step: 182/32768 | Train loss: 14.040336:   1%|          | 181/32768 [00:31<1:01:27,  8.84it/s]
[Train] Step: 182/32768 | Cycle step: 182/32768 | Train loss: 14.040336:   1%|          | 182/32768 [00:31<1:02:10,  8.74it/s]
[Train] Step: 183/32768 | Cycle step: 183/32768 | Train loss: 13.964929:   1%|          | 182/32768 [00:31<1:02:10,  8.74it/s]
[Train] Step: 183/32768 | Cycle step: 183/32768 | Train loss: 13.964929:   1%|          | 183/32768 [00:31<1:02:30,  8.69it/s]
[Train] Step: 184/32768 | Cycle step: 184/32768 | Train loss: 13.890553:   1%|          | 183/32768 [00:31<1:02:30,  8.69it/s]
[Train] Step: 184/32768 | Cycle step: 184/32768 | Train loss: 13.890553:   1%|          | 184/32768 [00:31<1:02:43,  8.66it/s]
[Train] Step: 185/32768 | Cycle step: 185/32768 | Train loss: 13.819438:   1%|          | 184/32768 [00:31<1:02:43,  8.66it/s]
[Train] Step: 185/32768 | Cycle step: 185/32768 | Train loss: 13.819438:   1%|          | 185/32768 [00:31<1:01:51,  8.78it/s]
[Train] Step: 186/32768 | Cycle step: 186/32768 | Train loss: 15.030046:   1%|          | 185/32768 [00:31<1:01:51,  8.78it/s]
[Train] Step: 186/32768 | Cycle step: 186/32768 | Train loss: 15.030046:   1%|          | 186/32768 [00:31<1:01:27,  8.84it/s]
[Train] Step: 187/32768 | Cycle step: 187/32768 | Train loss: 14.958844:   1%|          | 186/32768 [00:31<1:01:27,  8.84it/s]
[Train] Step: 187/32768 | Cycle step: 187/32768 | Train loss: 14.958844:   1%|          | 187/32768 [00:31<1:00:53,  8.92it/s]
[Train] Step: 188/32768 | Cycle step: 188/32768 | Train loss: 14.922688:   1%|          | 187/32768 [00:32<1:00:53,  8.92it/s]
[Train] Step: 188/32768 | Cycle step: 188/32768 | Train loss: 14.922688:   1%|          | 188/32768 [00:32<1:00:05,  9.04it/s]
[Train] Step: 189/32768 | Cycle step: 189/32768 | Train loss: 15.089241:   1%|          | 188/32768 [00:32<1:00:05,  9.04it/s]
[Train] Step: 189/32768 | Cycle step: 189/32768 | Train loss: 15.089241:   1%|          | 189/32768 [00:32<59:31,  9.12it/s]  
[Train] Step: 190/32768 | Cycle step: 190/32768 | Train loss: 15.429757:   1%|          | 189/32768 [00:32<59:31,  9.12it/s]
[Train] Step: 190/32768 | Cycle step: 190/32768 | Train loss: 15.429757:   1%|          | 190/32768 [00:32<1:00:25,  8.99it/s]
[Train] Step: 191/32768 | Cycle step: 191/32768 | Train loss: 15.376996:   1%|          | 190/32768 [00:32<1:00:25,  8.99it/s]
[Train] Step: 191/32768 | Cycle step: 191/32768 | Train loss: 15.376996:   1%|          | 191/32768 [00:32<59:56,  9.06it/s]  
[Train] Step: 192/32768 | Cycle step: 192/32768 | Train loss: 15.298945:   1%|          | 191/32768 [00:32<59:56,  9.06it/s]
[Train] Step: 192/32768 | Cycle step: 192/32768 | Train loss: 15.298945:   1%|          | 192/32768 [00:32<1:01:04,  8.89it/s]
[Train] Step: 193/32768 | Cycle step: 193/32768 | Train loss: 15.497768:   1%|          | 192/32768 [00:32<1:01:04,  8.89it/s]
[Train] Step: 193/32768 | Cycle step: 193/32768 | Train loss: 15.497768:   1%|          | 193/32768 [00:32<1:00:23,  8.99it/s]
[Train] Step: 194/32768 | Cycle step: 194/32768 | Train loss: 15.835572:   1%|          | 193/32768 [00:32<1:00:23,  8.99it/s]
[Train] Step: 194/32768 | Cycle step: 194/32768 | Train loss: 15.835572:   1%|          | 194/32768 [00:32<1:00:10,  9.02it/s]
[Train] Step: 195/32768 | Cycle step: 195/32768 | Train loss: 16.391067:   1%|          | 194/32768 [00:32<1:00:10,  9.02it/s]
[Train] Step: 195/32768 | Cycle step: 195/32768 | Train loss: 16.391067:   1%|          | 195/32768 [00:32<1:00:26,  8.98it/s]
[Train] Step: 196/32768 | Cycle step: 196/32768 | Train loss: 16.310830:   1%|          | 195/32768 [00:32<1:00:26,  8.98it/s]
[Train] Step: 196/32768 | Cycle step: 196/32768 | Train loss: 16.310830:   1%|          | 196/32768 [00:32<1:00:45,  8.94it/s]
[Train] Step: 197/32768 | Cycle step: 197/32768 | Train loss: 16.228696:   1%|          | 196/32768 [00:33<1:00:45,  8.94it/s]
[Train] Step: 197/32768 | Cycle step: 197/32768 | Train loss: 16.228696:   1%|          | 197/32768 [00:33<1:00:19,  9.00it/s]
[Train] Step: 198/32768 | Cycle step: 198/32768 | Train loss: 16.280475:   1%|          | 197/32768 [00:33<1:00:19,  9.00it/s]
[Train] Step: 198/32768 | Cycle step: 198/32768 | Train loss: 16.280475:   1%|          | 198/32768 [00:33<1:00:41,  8.94it/s]
[Train] Step: 199/32768 | Cycle step: 199/32768 | Train loss: 16.860615:   1%|          | 198/32768 [00:33<1:00:41,  8.94it/s]
[Train] Step: 199/32768 | Cycle step: 199/32768 | Train loss: 16.860615:   1%|          | 199/32768 [00:33<1:00:48,  8.93it/s]
[Train] Step: 200/32768 | Cycle step: 200/32768 | Train loss: 16.972185:   1%|          | 199/32768 [00:33<1:00:48,  8.93it/s]
[Train] Step: 200/32768 | Cycle step: 200/32768 | Train loss: 16.972185:   1%|          | 200/32768 [00:33<1:01:58,  8.76it/s]
[Train] Step: 201/32768 | Cycle step: 201/32768 | Train loss: 16.902526:   1%|          | 200/32768 [00:33<1:01:58,  8.76it/s]
[Train] Step: 201/32768 | Cycle step: 201/32768 | Train loss: 16.902526:   1%|          | 201/32768 [00:33<1:01:57,  8.76it/s]
[Train] Step: 202/32768 | Cycle step: 202/32768 | Train loss: 16.821708:   1%|          | 201/32768 [00:33<1:01:57,  8.76it/s]
[Train] Step: 202/32768 | Cycle step: 202/32768 | Train loss: 16.821708:   1%|          | 202/32768 [00:33<1:02:24,  8.70it/s]
[Train] Step: 203/32768 | Cycle step: 203/32768 | Train loss: 16.739742:   1%|          | 202/32768 [00:33<1:02:24,  8.70it/s]
[Train] Step: 203/32768 | Cycle step: 203/32768 | Train loss: 16.739742:   1%|          | 203/32768 [00:33<1:00:58,  8.90it/s]
[Train] Step: 204/32768 | Cycle step: 204/32768 | Train loss: 16.660288:   1%|          | 203/32768 [00:33<1:00:58,  8.90it/s]
[Train] Step: 204/32768 | Cycle step: 204/32768 | Train loss: 16.660288:   1%|          | 204/32768 [00:33<1:01:15,  8.86it/s]
[Train] Step: 205/32768 | Cycle step: 205/32768 | Train loss: 16.580292:   1%|          | 204/32768 [00:33<1:01:15,  8.86it/s]
[Train] Step: 205/32768 | Cycle step: 205/32768 | Train loss: 16.580292:   1%|          | 205/32768 [00:33<1:00:34,  8.96it/s]
[Train] Step: 206/32768 | Cycle step: 206/32768 | Train loss: 16.501567:   1%|          | 205/32768 [00:34<1:00:34,  8.96it/s]
[Train] Step: 206/32768 | Cycle step: 206/32768 | Train loss: 16.501567:   1%|          | 206/32768 [00:34<1:01:23,  8.84it/s]
[Train] Step: 207/32768 | Cycle step: 207/32768 | Train loss: 16.465742:   1%|          | 206/32768 [00:34<1:01:23,  8.84it/s]
[Train] Step: 207/32768 | Cycle step: 207/32768 | Train loss: 16.465742:   1%|          | 207/32768 [00:34<1:01:28,  8.83it/s]
[Train] Step: 208/32768 | Cycle step: 208/32768 | Train loss: 16.389503:   1%|          | 207/32768 [00:34<1:01:28,  8.83it/s]
[Train] Step: 208/32768 | Cycle step: 208/32768 | Train loss: 16.389503:   1%|          | 208/32768 [00:34<1:01:56,  8.76it/s]
[Train] Step: 209/32768 | Cycle step: 209/32768 | Train loss: 16.361108:   1%|          | 208/32768 [00:34<1:01:56,  8.76it/s]
[Train] Step: 209/32768 | Cycle step: 209/32768 | Train loss: 16.361108:   1%|          | 209/32768 [00:34<1:02:32,  8.68it/s]
[Train] Step: 210/32768 | Cycle step: 210/32768 | Train loss: 16.341067:   1%|          | 209/32768 [00:34<1:02:32,  8.68it/s]
[Train] Step: 210/32768 | Cycle step: 210/32768 | Train loss: 16.341067:   1%|          | 210/32768 [00:34<1:02:15,  8.72it/s]
[Train] Step: 211/32768 | Cycle step: 211/32768 | Train loss: 16.499626:   1%|          | 210/32768 [00:34<1:02:15,  8.72it/s]
[Train] Step: 211/32768 | Cycle step: 211/32768 | Train loss: 16.499626:   1%|          | 211/32768 [00:34<1:01:09,  8.87it/s]
[Train] Step: 212/32768 | Cycle step: 212/32768 | Train loss: 16.447873:   1%|          | 211/32768 [00:34<1:01:09,  8.87it/s]
[Train] Step: 212/32768 | Cycle step: 212/32768 | Train loss: 16.447873:   1%|          | 212/32768 [00:34<1:01:46,  8.78it/s]
[Train] Step: 213/32768 | Cycle step: 213/32768 | Train loss: 16.632699:   1%|          | 212/32768 [00:34<1:01:46,  8.78it/s]
[Train] Step: 213/32768 | Cycle step: 213/32768 | Train loss: 16.632699:   1%|          | 213/32768 [00:34<1:01:26,  8.83it/s]
[Train] Step: 214/32768 | Cycle step: 214/32768 | Train loss: 16.556633:   1%|          | 213/32768 [00:34<1:01:26,  8.83it/s]
[Train] Step: 214/32768 | Cycle step: 214/32768 | Train loss: 16.556633:   1%|          | 214/32768 [00:34<1:00:53,  8.91it/s]
[Train] Step: 215/32768 | Cycle step: 215/32768 | Train loss: 16.534531:   1%|          | 214/32768 [00:35<1:00:53,  8.91it/s]
[Train] Step: 215/32768 | Cycle step: 215/32768 | Train loss: 16.534531:   1%|          | 215/32768 [00:35<1:01:59,  8.75it/s]
[Train] Step: 216/32768 | Cycle step: 216/32768 | Train loss: 16.532833:   1%|          | 215/32768 [00:35<1:01:59,  8.75it/s]
[Train] Step: 216/32768 | Cycle step: 216/32768 | Train loss: 16.532833:   1%|          | 216/32768 [00:35<1:01:12,  8.86it/s]
[Train] Step: 217/32768 | Cycle step: 217/32768 | Train loss: 16.457272:   1%|          | 216/32768 [00:35<1:01:12,  8.86it/s]
[Train] Step: 217/32768 | Cycle step: 217/32768 | Train loss: 16.457272:   1%|          | 217/32768 [00:35<1:00:59,  8.90it/s]
[Train] Step: 218/32768 | Cycle step: 218/32768 | Train loss: 16.412329:   1%|          | 217/32768 [00:35<1:00:59,  8.90it/s]
[Train] Step: 218/32768 | Cycle step: 218/32768 | Train loss: 16.412329:   1%|          | 218/32768 [00:35<1:00:37,  8.95it/s]
[Train] Step: 219/32768 | Cycle step: 219/32768 | Train loss: 16.346900:   1%|          | 218/32768 [00:35<1:00:37,  8.95it/s]
[Train] Step: 219/32768 | Cycle step: 219/32768 | Train loss: 16.346900:   1%|          | 219/32768 [00:35<1:00:08,  9.02it/s]
[Train] Step: 220/32768 | Cycle step: 220/32768 | Train loss: 16.275931:   1%|          | 219/32768 [00:35<1:00:08,  9.02it/s]
[Train] Step: 220/32768 | Cycle step: 220/32768 | Train loss: 16.275931:   1%|          | 220/32768 [00:35<1:00:41,  8.94it/s]
[Train] Step: 221/32768 | Cycle step: 221/32768 | Train loss: 16.288494:   1%|          | 220/32768 [00:35<1:00:41,  8.94it/s]
[Train] Step: 221/32768 | Cycle step: 221/32768 | Train loss: 16.288494:   1%|          | 221/32768 [00:35<59:58,  9.04it/s]  
[Train] Step: 222/32768 | Cycle step: 222/32768 | Train loss: 16.237553:   1%|          | 221/32768 [00:35<59:58,  9.04it/s]
[Train] Step: 222/32768 | Cycle step: 222/32768 | Train loss: 16.237553:   1%|          | 222/32768 [00:35<1:00:27,  8.97it/s]
[Train] Step: 223/32768 | Cycle step: 223/32768 | Train loss: 16.195080:   1%|          | 222/32768 [00:35<1:00:27,  8.97it/s]
[Train] Step: 223/32768 | Cycle step: 223/32768 | Train loss: 16.195080:   1%|          | 223/32768 [00:35<1:02:27,  8.68it/s]
[Train] Step: 224/32768 | Cycle step: 224/32768 | Train loss: 16.244689:   1%|          | 223/32768 [00:36<1:02:27,  8.68it/s]
[Train] Step: 224/32768 | Cycle step: 224/32768 | Train loss: 16.244689:   1%|          | 224/32768 [00:36<1:01:30,  8.82it/s]
[Train] Step: 225/32768 | Cycle step: 225/32768 | Train loss: 16.284944:   1%|          | 224/32768 [00:36<1:01:30,  8.82it/s]
[Train] Step: 225/32768 | Cycle step: 225/32768 | Train loss: 16.284944:   1%|          | 225/32768 [00:36<1:01:30,  8.82it/s]
[Train] Step: 226/32768 | Cycle step: 226/32768 | Train loss: 16.265780:   1%|          | 225/32768 [00:36<1:01:30,  8.82it/s]
[Train] Step: 226/32768 | Cycle step: 226/32768 | Train loss: 16.265780:   1%|          | 226/32768 [00:36<1:02:08,  8.73it/s]
[Train] Step: 227/32768 | Cycle step: 227/32768 | Train loss: 16.195806:   1%|          | 226/32768 [00:36<1:02:08,  8.73it/s]
[Train] Step: 227/32768 | Cycle step: 227/32768 | Train loss: 16.195806:   1%|          | 227/32768 [00:36<1:03:06,  8.59it/s]
[Train] Step: 228/32768 | Cycle step: 228/32768 | Train loss: 16.146689:   1%|          | 227/32768 [00:36<1:03:06,  8.59it/s]
[Train] Step: 228/32768 | Cycle step: 228/32768 | Train loss: 16.146689:   1%|          | 228/32768 [00:36<1:02:27,  8.68it/s]
[Train] Step: 229/32768 | Cycle step: 229/32768 | Train loss: 16.255300:   1%|          | 228/32768 [00:36<1:02:27,  8.68it/s]
[Train] Step: 229/32768 | Cycle step: 229/32768 | Train loss: 16.255300:   1%|          | 229/32768 [00:36<1:01:22,  8.84it/s]
[Train] Step: 230/32768 | Cycle step: 230/32768 | Train loss: 16.486320:   1%|          | 229/32768 [00:36<1:01:22,  8.84it/s]
[Train] Step: 230/32768 | Cycle step: 230/32768 | Train loss: 16.486320:   1%|          | 230/32768 [00:36<1:00:36,  8.95it/s]
[Train] Step: 231/32768 | Cycle step: 231/32768 | Train loss: 16.435801:   1%|          | 230/32768 [00:36<1:00:36,  8.95it/s]
[Train] Step: 231/32768 | Cycle step: 231/32768 | Train loss: 16.435801:   1%|          | 231/32768 [00:36<1:00:03,  9.03it/s]
[Train] Step: 232/32768 | Cycle step: 232/32768 | Train loss: 16.417673:   1%|          | 231/32768 [00:37<1:00:03,  9.03it/s]
[Train] Step: 232/32768 | Cycle step: 232/32768 | Train loss: 16.417673:   1%|          | 232/32768 [00:37<1:01:07,  8.87it/s]
[Train] Step: 233/32768 | Cycle step: 233/32768 | Train loss: 16.419844:   1%|          | 232/32768 [00:37<1:01:07,  8.87it/s]
[Train] Step: 233/32768 | Cycle step: 233/32768 | Train loss: 16.419844:   1%|          | 233/32768 [00:37<1:01:25,  8.83it/s]
[Train] Step: 234/32768 | Cycle step: 234/32768 | Train loss: 16.384678:   1%|          | 233/32768 [00:37<1:01:25,  8.83it/s]
[Train] Step: 234/32768 | Cycle step: 234/32768 | Train loss: 16.384678:   1%|          | 234/32768 [00:37<1:00:51,  8.91it/s]
[Train] Step: 235/32768 | Cycle step: 235/32768 | Train loss: 16.334874:   1%|          | 234/32768 [00:37<1:00:51,  8.91it/s]
[Train] Step: 235/32768 | Cycle step: 235/32768 | Train loss: 16.334874:   1%|          | 235/32768 [00:37<1:01:19,  8.84it/s]
[Train] Step: 236/32768 | Cycle step: 236/32768 | Train loss: 16.306981:   1%|          | 235/32768 [00:37<1:01:19,  8.84it/s]
[Train] Step: 236/32768 | Cycle step: 236/32768 | Train loss: 16.306981:   1%|          | 236/32768 [00:37<1:01:11,  8.86it/s]
